Word,Dom_PoS
uncrowned,Adjective
uncrushable,Adjective
uncrushed,Adjective
unction,Noun
unctuous,Adjective
uncuffed,Adjective
uncultured,Adjective
uncurious,Adjective
uncurl,Verb
uncut,Adjective
undamaged,Adjective
undampened,Adjective
undatable,Name
undated,Adjective
undaunted,Adjective
unde,Unclassified
undead,Noun
undecided,Adjective
undeclared,Adjective
undecorated,Adjective
undeeded,Adjective
undefeatable,Adjective
undefeated,Adjective
undefended,Adjective
undefiled,Adjective
undefinable,Adjective
undefined,Adjective
undeliverable,Adjective
undelivered,Adjective
undemanding,Adjective
undemocratic,Adjective
undemonstrative,Adjective
undeniable,Adjective
undeniably,Adverb
undenied,Adjective
undependable,Adjective
under,Preposition
underachievement,Noun
underachiever,Verb
underachievers,Verb
underachieving,Verb
underage,Adjective
underappreciated,Adjective
underarm,Adjective
underarms,Noun
underbearing,Verb
underbellies,Noun
underbelly,Noun
underbid,Verb
underbidding,Verb
underbrush,Noun
undercapitalization,Noun
undercarriage,Noun
undercharged,Adjective
underclass,Noun
underclassman,Noun
underclassmen,Noun
underclothes,Noun
underclothing,Noun
undercoat,Noun
undercoating,Noun
undercoats,Noun
undercook,Verb
undercooked,Adjective
undercover,Adjective
undercroft,Noun
undercurrent,Noun
undercurrents,Noun
undercut,Verb
undercuts,Verb
undercutter,Noun
undercutting,Verb
underdeveloped,Adjective
underdog,Noun
underdogs,Noun
underdone,Noun
underdose,Noun
underdressed,Adjective
underestimate,Verb
underestimated,Verb
underestimates,Verb
underestimating,Verb
underexpose,Verb
underexposed,Adjective
underfed,Adjective
underfoot,Adverb
underfunded,Adjective
undergarment,Noun
undergarments,Noun
undergo,Verb
undergoes,Verb
undergoing,Verb
undergone,Verb
undergrad,Noun
undergrads,Noun
undergraduate,Noun
undergraduates,Noun
underground,Adjective
undergrounds,Noun
undergrowth,Noun
underhand,Adverb
underhanded,Adjective
underhandedly,Adverb
underhill,Name
underinsured,Adjective
underlay,Noun
underlies,Verb
underlife,Noun
underline,Verb
underlined,Verb
underliner,Noun
underlines,Verb
underling,Noun
underlings,Noun
underlining,Verb
underlit,Adjective
underlying,Adjective
undermanned,Adjective
undermine,Verb
undermined,Verb
undermines,Verb
undermining,Verb
underneath,Preposition
undernourished,Adjective
undernourishment,Noun
underoccupied,Adjective
underpaid,Verb
underpants,Noun
underpart,Noun
underpass,Noun
underpasses,Noun
underpay,Verb
underpaying,Verb
underpinning,Verb
underpinnings,Noun
underplay,Verb
underplayed,Verb
underplaying,Verb
underpowered,Adjective
underprepared,Adjective
underprivileged,Adjective
underqualified,Adjective
underrate,Verb
underrated,Adjective
underrating,Verb
underscore,Verb
underscored,Verb
underscores,Verb
underscoring,Noun
undersea,Adjective
underseal,Adjective
underseas,Noun
undersecretaries,Noun
undersecretary,Noun
undersell,Verb
underselling,Verb
undersells,Verb
undersexed,Adjective
undersheriff,Noun
undershirt,Noun
undershirts,Noun
undershoot,Verb
undershorts,Noun
underside,Noun
undersides,Noun
undersigned,Adjective
undersize,Adjective
undersized,Adjective
underslung,Verb
undersoil,Noun
undersold,Verb
understaffed,Adjective
understand,Verb
understandable,Adjective
understandably,Adverb
understanding,Noun
understandings,Noun
understands,Verb
understate,Verb
understated,Verb
understatement,Noun
understatements,Noun
understating,Verb
understeer,Noun
understood,Verb
understrength,Noun
understudied,Adjective
understudies,Noun
understudy,Noun
understudying,Verb
understuff,Noun
undertake,Verb
undertaken,Verb
undertaker,Noun
undertakers,Noun
undertaking,Noun
undertakings,Noun
underthings,Noun
undertone,Noun
undertones,Noun
undertook,Verb
undertow,Noun
underused,Adjective
underutilised,Adjective
underutilized,Adjective
undervalued,Verb
underverse,Name
underwater,Adverb
underway,Adverb
underwear,Noun
underweight,Adjective
underwent,Verb
underwhelmed,Adjective
underwhelming,Verb
underwhelms,Verb
underwood,Name
underwork,Noun
underworld,Noun
underwrit,Noun
underwrite,Verb
underwriter,Noun
underwriters,Noun
underwriting,Noun
underwritten,Verb
underwrought,Verb
undescending,Adjective
undescribable,Adjective
undeserved,Adjective
undeserving,Verb
undesirable,Adjective
undesirables,Noun
undesirably,Adverb
undesired,Adjective
undetectable,Adjective
undetected,Adjective
undetermined,Adjective
undeterred,Adjective
undeveloped,Adjective
undiagnosable,Adjective
undiagnosed,Adjective
undid,Verb
undies,Noun
undig,Verb
undigested,Adjective
undignified,Adjective
undilated,Adjective
undiluted,Adjective
undiminished,Adjective
undimmed,Adjective
undine,Name
undiplomatic,Adjective
undirected,Adjective
undiscernable,Name
undischarged,Adjective
undisciplined,Adjective
undisclosed,Adjective
undiscovered,Adjective
undiscussed,Adjective
undisguised,Adjective
undisputable,Adjective
undisputed,Adjective
undissolved,Adjective
undistinguished,Adjective
undistorted,Adjective
undistracted,Adjective
undisturbed,Adjective
undividable,Adjective
undivided,Adjective
undivulged,Adjective
undo,Verb
undoable,Adjective
undock,Verb
undocked,Adjective
undocking,Verb
undocumented,Adjective
undoes,Verb
undoing,Noun
undomesticated,Adjective
undone,Verb
undoubtably,Adverb
undoubted,Adjective
undoubtedly,Adverb
undramatic,Name
undraped,Adjective
undreamed,Adjective
undress,Verb
undressed,Adjective
undresses,Verb
undressing,Verb
undrinkable,Adjective
undriven,Adjective
undropped,Adjective
undrugged,Adjective
undue,Adjective
undulate,Noun
undulated,Verb
undulating,Adjective
undulation,Noun
unduly,Adverb
undy,Name
undying,Adjective
undyingly,Adverb
unearned,Adjective
unearth,Verb
unearthed,Verb
unearthing,Verb
unearthly,Adjective
unearths,Verb
unease,Noun
uneasily,Adverb
uneasiness,Noun
uneasy,Adjective
uneatable,Adjective
uneaten,Adjective
unedited,Adjective
uneducable,Adjective
uneducated,Adjective
unelectable,Adjective
unelected,Adjective
unembarrassed,Adjective
unemotional,Adjective
unemotionally,Adverb
unemploy,Noun
unemployable,Adjective
unemployed,Adjective
unemployment,Noun
unenclosed,Adjective
unencumbered,Adjective
unending,Adjective
unendowed,Adjective
unendurable,Adjective
unenforceable,Adjective
unengaged,Adjective
unenigmatical,Adjective
unenlightened,Adjective
unenlightening,Adjective
unenthused,Adjective
unenthusiastic,Name
unenviable,Adjective
unequal,Adjective
unequaled,Adjective
unequalled,Adjective
unequipped,Adjective
unequivocal,Adjective
unequivocally,Adverb
unerotic,Adjective
unerring,Adjective
unerringly,Adverb
unesco,Name
unescorted,Adjective
unessential,Adjective
unethical,Adjective
unethically,Adverb
uneven,Adjective
unevenly,Adverb
uneventful,Adjective
uneventfully,Adverb
unevolved,Adjective
unexamined,Adjective
unexcelled,Adjective
unexceptional,Adjective
unexciting,Adjective
unexcused,Adjective
unexpected,Adjective
unexpectedly,Adverb
unexpendable,Adjective
unexpired,Adjective
unexplainable,Adjective
unexplainably,Adverb
unexplained,Adjective
unexploded,Adjective
unexploited,Adjective
unexplored,Adjective
unexposed,Adjective
unexpressed,Adjective
unexpurgated,Adjective
unfailing,Adjective
unfailingly,Adverb
unfair,Adjective
unfairly,Adverb
unfairness,Noun
unfaithful,Adjective
unfaithfulness,Noun
unfamiliar,Adjective
unfamiliarity,Noun
unfamous,Adjective
unfashionable,Adjective
unfashionably,Adverb
unfasten,Verb
unfastened,Adjective
unfathomable,Adjective
unfathomably,Adverb
unfathomed,Adjective
unfavorable,Adjective
unfavorably,Adverb
unfavourable,Adjective
unfavourably,Adverb
unfazed,Adjective
unfeasible,Adjective
unfed,Adjective
unfeeling,Adjective
unfelt,Adjective
unfemale,Noun
unfeminine,Adjective
unfertilised,Adjective
unfertilized,Adjective
unfettered,Adjective
unfilial,Adjective
unfillable,Adjective
unfiltered,Adjective
unfindable,Adjective
unfinish,Verb
unfinished,Adjective
unfinishedness,Noun
unfired,Adjective
unfit,Adjective
unfitness,Noun
unfits,Verb
unfittest,Adjective
unfitting,Adjective
unfix,Verb
unfixed,Adjective
unflagging,Verb
unflappable,Adjective
unflattered,Adjective
unflattering,Adjective
unflinching,Adjective
unflinchingly,Adverb
unflushed,Adjective
unfocused,Adjective
unfocusing,Verb
unfold,Verb
unfolded,Verb
unfolding,Verb
unfolds,Verb
unforced,Adjective
unforeseeable,Adjective
unforeseen,Adjective
unforged,Adjective
unforgettable,Adjective
unforgettably,Adverb
unforgivable,Adjective
unforgivably,Adverb
unforgiven,Adjective
unforgiving,Adjective
unforgivingly,Adverb
unformed,Adjective
unforseen,Adjective
unfortunate,Adjective
unfortunately,Adverb
unfortunates,Noun
unfortune,Noun
unfoul,Verb
unfouled,Adjective
unfounded,Adjective
unfrazzled,Adjective
unfreeze,Verb
unfreezes,Verb
unfreezing,Noun
unfriended,Adjective
unfriendliest,Adjective
unfriendliness,Noun
unfriendly,Adjective
unfrocked,Adjective
unfroze,Verb
unfrozen,Adjective
unfueled,Adjective
unfulfillable,Adjective
unfulfilled,Adjective
unfulfilling,Verb
unfunny,Adjective
unfurl,Verb
unfurled,Verb
unfurling,Verb
unfurls,Verb
unfurnished,Adjective
ung,Name
ungagged,Adjective
ungainly,Adjective
ungallant,Adjective
ungenerous,Adjective
ungentlemanly,Adjective
ungetable,Adjective
ungettable,Adjective
unglamorous,Name
unglued,Adjective
ungodliness,Noun
ungodly,Adjective
ungovernable,Adjective
ungoverned,Adjective
ungraceful,Adjective
ungracious,Adjective
ungraciously,Adverb
ungraded,Adjective
ungrammatical,Adjective
ungrateful,Adjective
ungrip,Verb
ungroomed,Adjective
ungrounded,Adjective
unguarded,Adjective
unguent,Adjective
unguento,Noun
unguents,Noun
unguided,Adjective
unhailed,Adjective
unhallow,Noun
unhallowed,Adjective
unhand,Adjective
unhanded,Adjective
unhandsome,Adjective
unhappen,Verb
unhappier,Adjective
unhappiest,Adjective
unhappily,Adverb
unhappiness,Noun
unhappy,Adjective
unharmed,Adjective
unharness,Verb
unharnessed,Adjective
unhasting,Verb
unhat,Verb
unhatched,Adjective
unhealthy,Adjective
unheard,Adjective
unheated,Adjective
unheeded,Adjective
unhelpful,Adjective
unhesitatingly,Adverb
unhindered,Adjective
unhinge,Verb
unhinged,Verb
unhinges,Verb
unhinging,Verb
unhip,Noun
unhitch,Verb
unhitched,Verb
unhitching,Verb
unhittable,Adjective
unholy,Adjective
unhonoured,Adjective
unhook,Verb
unhooked,Verb
unhooking,Verb
unhooks,Verb
unhorse,Verb
unhorsed,Adjective
unhuman,Noun
unhung,Verb
unhurriedly,Adverb
unhurt,Adjective
unhygienic,Adjective
unhypnotised,Adjective
unhypnotising,Verb
uni,Noun
unicell,Noun
unicellular,Adjective
unicorn,Noun
unicorns,Noun
unicycle,Noun
unicyclist,Noun
unidentifiable,Adjective
unidentified,Adjective
unidirectional,Adjective
unification,Noun
unified,Adjective
unifies,Verb
unifocal,Adjective
uniform,Noun
uniformed,Adjective
uniformity,Noun
uniformly,Adverb
uniforms,Noun
unify,Verb
unifying,Adjective
unilateral,Adjective
unilaterally,Adverb
unimaginable,Adjective
unimaginably,Adverb
unimaginative,Adjective
unimpaired,Adjective
unimpeachable,Adjective
unimpeachably,Adverb
unimpeded,Adjective
unimportance,Noun
unimportant,Adjective
unimpressed,Adjective
unimpressive,Adjective
unimprinted,Adjective
unimproved,Adjective
unindicted,Adjective
uninfected,Adjective
uninformed,Adjective
uninhabitable,Adjective
uninhabited,Adjective
uninhibited,Adjective
uninhibitedly,Adverb
uninitiated,Adjective
uninjured,Adjective
uninspected,Adjective
uninspired,Adjective
uninspiring,Adjective
uninstalling,Verb
uninsurable,Name
uninsured,Adjective
unintelligent,Adjective
unintelligible,Adjective
unintelligibly,Adverb
unintended,Adjective
unintentional,Adjective
unintentionally,Adverb
uninterested,Adjective
uninteresting,Adjective
uninterrupted,Adjective
uninterruptedly,Adverb
unintimidated,Adjective
uninvite,Noun
uninvited,Adjective
uninviting,Adjective
uninvolved,Adjective
union,Noun
unionise,Verb
unionism,Noun
unionist,Noun
unionists,Noun
unionize,Verb
unionizes,Verb
unionizing,Verb
unions,Noun
unique,Adjective
uniquely,Adverb
uniqueness,Noun
unis,Noun
unisex,Noun
unison,Noun
unit,Noun
unitarian,Adjective
unite,Verb
united,Name
unites,Verb
unities,Noun
uniting,Verb
units,Noun
unity,Noun
universal,Adjective
universalia,Noun
universalises,Verb
universalist,Adjective
universally,Adverb
universals,Noun
universe,Noun
universes,Noun
universities,Noun
university,Noun
unix,Noun
unjam,Verb
unjammed,Adjective
unjoint,Verb
unjudged,Adjective
unjust,Adjective
unjustifiably,Adverb
unjustified,Adjective
unjustifiedly,Adverb
unjustly,Adverb
unkempt,Adjective
unkenneled,Adjective
unkillable,Adjective
unkilled,Adjective
unkind,Adjective
unkindest,Adjective
unkindly,Adverb
unkindness,Noun
unkissed,Adjective
unknit,Verb
unknow,Verb
unknowable,Adjective
unknowing,Adjective
unknowingly,Adverb
unknown,Adjective
unknowns,Noun
unlace,Verb
unlacing,Verb
unladylike,Adjective
unlamented,Adjective
unlatch,Verb
unlatched,Verb
unlawful,Adjective
unlawfully,Adverb
unlax,Verb
unleaded,Adjective
unlearn,Verb
unlearning,Verb
unlearnt,Noun
unleash,Verb
unleashed,Verb
unleashes,Verb
unleashing,Verb
unleavened,Adjective
unless,Conjunction
unlessoned,Adjective
unliberated,Adjective
unlicensed,Adjective
unlifted,Adjective
unlighted,Adjective
unlikable,Adjective
unlike,Preposition
unlikeable,Adjective
unlikeliest,Adjective
unlikelihood,Noun
unlikely,Adjective
unlimber,Noun
unlimited,Adjective
unlineal,Adjective
unlink,Verb
unlist,Noun
unlisted,Adjective
unlit,Adjective
unlivable,Adjective
unlived,Adjective
unliving,Verb
unload,Verb
unloaded,Verb
unloading,Verb
unloads,Verb
unlock,Verb
unlocked,Verb
unlocking,Verb
unlocks,Verb
unlogged,Adjective
unlonely,Adverb
unlooked,Adjective
unloose,Noun
unloosed,Adjective
unloosen,Noun
unlovable,Adjective
unloveable,Adjective
unloved,Adjective
unlovely,Adjective
unloving,Adjective
unloyal,Adjective
unlubricated,Adjective
unluck,Noun
unluckier,Adjective
unluckiest,Adjective
unluckily,Adverb
unluckly,Adverb
unlucky,Adjective
unmade,Adjective
unmaidenly,Adverb
unmake,Verb
unmaking,Verb
unman,Verb
unmanageable,Adjective
unmanliness,Noun
unmanly,Adjective
unmanned,Adjective
unmanner,Name
unmannered,Adjective
unmannerly,Adjective
unmapped,Adjective
unmarked,Adjective
unmarketable,Adjective
unmarriable,Adjective
unmarried,Adjective
unmarvelous,Adjective
unmasculine,Verb
unmask,Verb
unmasked,Verb
unmasking,Verb
unmasks,Verb
unmatched,Adjective
unmatching,Verb
unmaterialistic,Adjective
unmeddle,Verb
unmedicated,Adjective
unmeet,Noun
unmellowed,Adjective
unmeltable,Adjective
unmelted,Adjective
unmended,Adjective
unmentionable,Adjective
unmentionables,Noun
unmentioned,Adjective
unmerciful,Adjective
unmercifully,Adverb
unmet,Adjective
unmilitary,Adjective
unmilled,Adjective
unmissable,Adjective
unmissed,Adjective
unmistakable,Adjective
unmistakably,Adverb
unmitigated,Adjective
unmixed,Adjective
unmodern,Verb
unmodified,Adjective
unmolested,Adjective
unmonitored,Adjective
unmoor,Verb
unmotivated,Adjective
unmould,Verb
unmount,Verb
unmounted,Adjective
unmoving,Adjective
unmusical,Adjective
unn,Verb
unnamable,Adjective
unnameable,Adjective
unnamed,Adjective
unnatural,Adjective
unnaturally,Adverb
unnavigable,Adjective
unnecessarily,Adverb
unnecessary,Adjective
unneeded,Adjective
unnerve,Verb
unnerved,Verb
unnerving,Verb
unnormal,Adjective
unnoticeable,Adjective
unnoticed,Adjective
unnumbered,Adjective
unobserved,Adjective
unobstructed,Adjective
unobtainable,Adjective
unobtrusive,Adjective
unobtrusively,Adverb
unobvious,Adjective
unoccupied,Adjective
unofficial,Adjective
unofficially,Adverb
unopened,Adjective
unopinionated,Adjective
unopposed,Adjective
unordained,Adjective
unorganized,Adjective
unoriginal,Adjective
unoriginality,Noun
unornamented,Adjective
unorthodox,Adjective
unowned,Adjective
unpack,Verb
unpacked,Verb
unpacking,Verb
unpaid,Adjective
unpainted,Adjective
unpalatable,Adjective
unparalleled,Adjective
unparalyzed,Adjective
unpardonable,Adjective
unpardonably,Adverb
unparliamentary,Adjective
unpassable,Adjective
unpatriotic,Adjective
unpatrolled,Adjective
unpaved,Adjective
unpeel,Verb
unpeeled,Adjective
unperceptive,Adjective
unperson,Noun
unperturbed,Adjective
unperverted,Adjective
unphased,Adjective
unphotographable,Adjective
unpick,Verb
unpickable,Adjective
unpin,Noun
unplan,Adjective
unplanned,Adjective
unpleasant,Adjective
unpleasantly,Adverb
unpleasantness,Noun
unpleasantries,Noun
unpleasing,Adjective
unplucked,Adjective
unplug,Verb
unplugged,Adjective
unplugging,Verb
unplugs,Verb
unplundered,Adjective
unpocket,Noun
unpoignard,Noun
unpolish,Adjective
unpolished,Adjective
unpolluted,Adjective
unpopular,Adjective
unpopularity,Noun
unpopulated,Adjective
unpowdered,Adjective
unpractical,Adjective
unpracticed,Adjective
unpractised,Adjective
unprecedented,Adjective
unprecedentedly,Adverb
unprecedentedness,#N/A
unpredict,Verb
unpredictability,Noun
unpredictable,Adjective
unpredictableness,Noun
unpredictably,Adverb
unpregnant,Adjective
unprejudiced,Adjective
unpremeditated,Adjective
unprepared,Adjective
unpreparedness,Noun
unprepossessing,Adjective
unpresentable,Adjective
unpreserved,Adjective
unpressed,Adjective
unpretending,Adjective
unpretentious,Adjective
unpretty,Adjective
unpriestly,Adverb
unprincipled,Adjective
unprintable,Adjective
unprocessed,Adjective
unproduced,Adjective
unproductive,Adjective
unprofessional,Adjective
unprofessionally,Adverb
unprofitable,Adjective
unprogressive,Adjective
unpromising,Adjective
unprompted,Adjective
unpronounceable,Adjective
unprotected,Adjective
unprovable,Adjective
unproved,Adjective
unproven,Adjective
unprovoked,Adjective
unpublishable,Adjective
unpublished,Adjective
unpunctual,Adjective
unpunctuality,Noun
unpunished,Adjective
unpunishedly,Adverb
unpurchased,Adjective
unpure,Verb
unqualified,Adjective
unqualifiedly,Adverb
unquenchable,Adjective
unquestionable,Adjective
unquestionably,Adverb
unquestioned,Adjective
unquestioning,Adjective
unquestioningly,Adverb
unquiet,Adjective
unquote,Verb
unranked,Adjective
