Word,Length,LgSUBTLWF,OLD,PLD
agriculture,11,1.756,4.2,5.15
agriculture's,13,,,
agriculturist,13,,5.3,6.55
Agrippa,7,,3.65,2.85
agronomy,8,,3.3,3.75
aground,7,1.415,2.55,2.15
ah,2,4.023,1.35,1.35
ahead,5,4.005,1.95,1.9
ahem,4,2.593,1.9,2.05
ahoy,4,2.279,2,1.95
aid,3,2.851,1,1
aide,4,2.017,1.35,1
aided,5,1.532,1.65,1.35
aides,5,1.518,1.6,1.5
aiding,6,1.74,1.6,1.3
aids,4,1.74,1.35,1.5
ail,3,1.079,1,1
ailerons,8,0.699,3.45,3.9
ailing,6,1.431,1.45,1.25
ailment,7,1.431,2.45,2.05
ailments,8,1.505,2.75,2.4
aim,3,2.88,1.4,1
aimed,5,2,1.75,1.55
aiming,6,2.288,1.85,1.7
aimless,7,1.176,2.15,1.9
aimlessly,9,1.342,3.3,2.8
aims,4,1.785,1.7,1.55
ain't,5,,,
air,3,3.851,1.45,1
airbase,7,0.778,2.85,2.6
airbed,6,,2.1,2.7
airbladder,10,,4.3,3.85
airborne,8,2.334,3.35,2.7
airbrake,8,,3.45,2.85
airbus,6,,2.65,2.85
aircraft,8,2.684,3.6,3.65
aircraft's,10,,,
aircrew,7,0.602,3,3.15
aircushion,10,,3.75,3.75
airdrop,7,0.477,2.8,2.75
airdrops,8,,3.25,3.35
aired,5,1.663,1.55,1.2
airfield,8,2.075,3.1,3
airfields,9,0.903,3.6,3.7
airflow,7,0.903,3.25,2.95
airforce,8,,3.35,2.85
airframe,8,,3.45,3.2
airily,6,,2.45,1.8
airless,7,0.778,2.15,1.85
airlift,7,1.176,2.9,3
airline,7,2.521,2.4,2.35
airliner,8,1.477,2.75,3.5
airlines,8,2.283,2.7,2.65
airlock,7,1.633,2.9,2.8
airmail,7,1.255,3,2.85
airman's,8,,,
airmen,6,1.544,2.45,1.9
airpark,7,,3.1,3.3
airplane,8,2.747,2.7,2.75
airplanes,9,2.217,3.35,3.45
airport,7,3.288,2.7,2.65
airports,8,1.851,2.95,3.05
airs,4,1.602,1.55,1
airshaft,8,,3.7,3.05
airship,7,1.491,2.75,2.8
airsick,7,1.23,2.9,2.65
airspace,8,1.919,3.1,2.8
airspeed,8,1.398,3.35,3.45
airstrip,8,1.763,3.45,3.4
airstrips,9,0.602,3.6,3.7
airtight,8,1.763,2.95,2.85
airway,6,1.924,2.3,2.3
airways,7,1.663,2.55,2.4
airy,4,1.23,1.65,1
aisle,5,2.58,1.9,1
ajar,4,1.38,1.85,2.15
akin,4,1.176,1.9,1.9
Akron,5,1.591,1.95,2
Al,2,3.725,1.2,1
Alabama,7,2.369,3.1,3.85
Alabamans,9,,3.8,4.7
alabaster,9,1.544,3.85,3.9
Alamo,5,1.869,2,2.15
Alamogordo,10,,5.2,6.05
Alan,4,3.224,1.75,1.7
alarm,5,3.183,1.95,2.15
alarmed,7,2.182,2,2.35
alarming,8,1.771,2.25,2.55
alarmingly,10,0.954,3.55,3.65
alarmist,8,1.255,2.85,2.95
alarms,6,2.199,2.05,2.6
alas,4,2.292,1.75,1.75
Alaska,6,2.35,2.85,2.85
albacore,8,0.954,3.95,4.3
Albania,7,1.544,2.8,3.5
Albanian,8,1.708,3.1,3.6
Albanians,9,0.301,3.5,3.85
Albany,6,2.033,2.75,2.95
albatross,9,1.613,4,4
albeit,6,1.591,2.8,3.95
Albert,6,2.978,2.15,2.65
albino,6,1.778,2.8,3.15
album,5,2.719,2.3,1.9
albumin,7,0.699,2.95,3.7
albums,6,2.079,2.6,2.55
alchemist,9,1.176,3.65,3.3
alchemy,7,1.079,2.95,2.6
alcohol,7,2.927,3.35,3.7
alcoholic,9,2.501,3.7,4.05
alcoholics,10,1.74,4.1,4.65
alcoholism,10,1.643,4.2,5.4
alcohols,8,,3.35,3.75
alcove,6,1.398,2.5,2.65
alcoves,7,0.477,2.65,2.7
alderman,8,1.623,3,3.55
aldermen,8,0.301,3.2,3.55
ale,3,2.308,1,1
alehouse,8,0.301,2.8,2.75
alert,5,3.022,1.85,1.8
alerted,7,1.964,2.15,2.2
alerting,8,1.279,2.45,2.1
alertly,7,0.477,2.8,2.85
alertness,9,0.699,3,2.95
alerts,6,1.176,2,2.15
Alex,4,,1.85,1.85
Alexander,9,2.687,3.25,4.8
Alexander's,11,,,
Alexandria,10,1.591,4.85,6.6
Alexei,6,,2.85,2.8
Alexis,6,,2.65,2.95
Alex's,6,,,
alfalfa,7,1.532,3.75,3.95
Alfonso,7,1.653,3.05,3.95
Alfred,6,2.572,2.3,2.9
alfredo,7,,2.9,3.75
Alfred's,8,,,
alga,4,,1.9,1.85
algae,5,1.362,1.95,1.85
algaecide,9,,4.35,4.15
algebra,7,1.959,3.1,4.05
algebraic,9,0.602,4.2,5.35
algebraically,13,,5.65,6.15
Algeria,7,1.38,2.7,3.45
Algerian,8,1.342,2.65,3.55
Algerians,9,0.699,3.3,4.35
algorithm,9,1.447,4.5,5.4
alias,5,2.32,1.95,1.95
alibi,5,2.63,2.5,3.4
alibis,6,1.771,2.65,3.45
Alice,5,3.131,1.75,1.3
Alicia,6,,2.7,2.65
alien,5,2.949,1.8,1.85
alienable,9,,2.8,3.65
alienate,8,1.477,2.7,2.7
alienated,9,1.623,2.75,3.35
alienates,9,,3.2,3.25
alienation,10,1.362,2.85,3.4
aliens,6,2.692,1.9,2.3
alight,6,1.342,1.7,1.5
align,5,1.544,1.9,1.65
aligned,7,1.613,2.55,1.7
aligning,8,0.845,2.7,1.9
alignment,9,1.833,2.75,2.65
alignments,10,0.301,3.3,2.95
alike,5,2.763,1.85,1.8
aliment,7,,2.5,2.65
alimony,7,2.124,2.85,3.65
alive,5,3.897,1.8,1.85
alkali,6,1.279,2.8,3.05
alkaline,8,1.23,3.4,2.95
alkalis,7,,3.1,2.65
all,3,5.42,1.2,1
Allah,5,2.354,1.9,2
Allan,5,2.267,1.8,1.7
allay,5,1.255,1.75,1.55
allegation,10,1.447,2.65,2.15
allegations,11,2.045,3.15,2.55
allege,6,1.079,2.4,1.8
alleged,7,2.31,2.5,2.4
allegedly,9,2.057,3.8,3.85
allegiance,10,2.204,3.45,2.95
allegiances,11,1,3.85,3.7
alleging,8,1.23,2.8,2.7
allegoric,9,,3.7,3.85
allegorical,11,0.954,4.5,4.4
allegory,8,1.114,3.2,3.35
allegretto,10,,4.65,4.45
allegro,7,1.431,2.85,3.25
Alleluia,8,1.505,3.85,4.35
Allen,5,2.785,1.75,1.7
Allen's,7,,,
allergen,8,0.602,2.85,3.35
allergic,8,2.617,3.2,3.35
allergies,9,2.146,3.35,3.25
allergy,7,1.94,2.7,2.7
alleviate,9,1.38,3.4,3.45
alleviating,11,0.699,3.8,4.05
alleviation,11,,3.2,3.45
alley,5,2.92,1.65,1
alleys,6,1.771,1.8,1.4
alleyway,8,1.613,3.45,2.65
alleyways,9,0.954,3.65,2.75
alliance,8,2.668,2.55,2.1
alliances,9,1.23,2.8,2.6
alliance's,10,,,
allied,6,2.17,1.9,1.6
allies,6,2.417,1.85,1.75
alligator,9,2.253,3.55,2.9
alligatored,11,,4.65,3.2
Allison,7,,2.95,2.2
Allison's,9,,,
alliterate,10,,2.95,3.05
alliteration,12,1,3.2,3.2
alliterative,12,0.301,4.15,4.4
allocable,9,,3.2,2.8
allocate,8,0.954,2.7,2.5
allocated,9,0.903,2.7,2.65
allocation,10,1.041,2.7,2.15
allocations,11,0.602,3.2,2.5
allopathic,10,,4.3,3.85
allopathy,9,,3.65,3.15
allot,5,0.954,1.85,1.7
alloted,7,,2.25,1.7
allotment,9,1.301,3.35,2.75
allotments,10,0.301,3.65,2.85
allotted,8,1.176,2.6,1.7
allotting,9,0.301,2.85,1.8
allow,5,3.355,1.5,1.65
allowable,9,0.778,3.4,2.8
allowance,9,2.425,3.2,2.65
allowances,10,1.415,3.55,2.75
allowed,7,3.359,1.85,1.7
allowing,8,2.4,2.1,1.95
allows,6,2.447,1.85,1.8
alloy,5,1.724,1.7,1.85
alloys,6,1.079,1.9,1.9
allspice,8,0.602,3.5,3.85
alluded,7,1.176,2.5,1.6
alludes,7,0.301,2.7,1.95
alluding,8,1,2.7,1.8
allure,6,1.491,2.55,1.8
allurement,10,,3.9,2.95
alluring,8,1.342,2.65,1.9
allusion,8,0.845,2.5,1.95
allusions,9,0.845,3.05,2.4
allusive,8,,2.75,2.4
allusiveness,12,,4.35,4.2
ally,4,3.222,1.5,1.6
almanac,7,1.643,3.35,3.8
Almighty,8,2.65,2.85,3.25
almond,6,1.756,2.4,2
almonds,7,1.845,2.9,2.75
almost,6,3.994,2.4,2.85
alms,4,1.415,1.7,1.75
aloe,4,1.204,1.75,1
aloes,5,0.301,1.9,1.45
aloft,5,1.58,1.95,1.95
alone,5,4.197,1.75,1.6
aloneness,9,0.301,2.85,2.8
along,5,3.97,1.85,1.9
alongside,9,2.286,3.85,4.6
aloof,5,1.532,2,2
aloofness,9,,3.5,2.9
aloud,5,1.978,1.9,1.7
Alp,3,0.845,1.7,1.7
alpha,5,2.618,2.8,1.95
alphabet,8,2.107,3.8,3.65
alphabetic,10,,4.35,3.85
alphabetical,12,1.653,5.15,4.7
alphabetized,12,1.176,5.35,4.9
Alpine,6,1.819,2.3,2.4
Alps,4,1.799,1.85,1.85
already,7,4.211,2.9,3.55
alright,7,3.607,2.25,2.2
Al's,4,,,
also,4,4.022,1.95,1.95
altar,5,2.415,1.95,1.7
altarpiece,10,0.477,4.35,4.35
alter,5,2.389,1.6,1.7
alteration,10,1.568,2.45,2.8
alterations,11,1.69,2.7,3.4
altercate,9,,2.8,3.45
altercation,11,1.58,3,3.5
altered,7,2.36,1.95,1.8
altering,8,1.568,2.35,2.45
alterman,8,,2.8,3.05
alternate,9,2.258,2.6,3.4
alternated,10,0.778,2.9,3.65
alternately,11,0.699,3.45,4.2
alternating,11,1.342,3.25,3.8
alternation,11,0.477,2.6,3.5
alternative,11,2.679,3.05,4.2
alternatively,13,0.778,4.1,5.05
alternatives,12,1.924,3.7,4.8
alternator,10,1.279,3.35,4.1
alters,6,1.322,1.85,1.75
although,8,3.331,3.55,2.05
altitude,8,2.299,2.6,2.9
alto,4,1.845,1.9,1.95
altogether,10,2.516,4.75,4.95
altruism,8,1.079,3.5,4.05
altruist,8,0.301,3.3,3.6
altruistically,14,0.301,5,5.75
alum,4,0.903,1.8,1.55
aluminium,9,1.114,3.75,5.15
aluminum,8,2.064,3.6,3.55
alumnae,7,0.699,3.1,2.75
alumni,6,1.954,2.9,3.9
alveolar,8,0.699,3.75,3.7
alveoli,7,0.699,3.55,3.55
alveolus,8,0.301,3.75,3.6
always,6,4.524,2.25,2.55
am,2,4.752,1,1
amalgamate,10,,4.5,4
amalgamated,11,0.845,4.7,4.65
amalgamation,12,0.845,4.45,4.35
amass,5,0.602,1.9,1.85
amassing,8,0.954,2.35,2.05
amateur,7,2.525,2.9,2.15
amateurish,10,1.301,4.4,3.6
amateurishness,14,,6.3,5.3
amateurs,8,2.248,2.95,2.35
amatory,7,,2.8,2.95
amaze,5,1.919,1.9,1.8
amazed,6,2.418,2.25,1.95
amazement,9,1.568,3.05,2.8
amazing,7,3.62,2.2,2
amazingly,9,1.964,3.45,3.35
Amazon,6,2.173,2.65,2.9
Amazonian,9,1.23,3.8,4.25
Amazons,7,1,2.8,3.3
ambassador,10,2.839,4.7,3.7
ambassadors,11,1.643,5.25,3.9
ambassador's,12,,,
amber,5,2.676,1.85,1.8
ambiance,8,0.954,2.8,2.9
ambidextrous,12,1.114,5.6,6.8
ambience,8,1.58,2.95,2.9
ambient,7,1.431,2.85,2.8
ambiguities,11,0.699,4.5,5.45
ambiguity,9,1.176,3.65,5
ambiguous,9,1.58,3.65,4.35
ambition,8,2.438,2.75,2.7
ambitions,9,1.973,2.75,2.8
ambitious,9,2.387,3.35,2.85
ambitiously,11,0.301,4.1,3.65
ambivalence,11,1.114,4.35,3.7
ambivalent,10,1.114,4.45,3.95
amble,5,0.778,1.75,1.75
ambled,6,0.477,1.95,1.9
ambling,7,0.301,2,1.9
Ambrose,7,2.23,2.85,2.9
ambrosia,8,1.699,3.5,3.7
ambrosial,9,0.301,3.75,3.8
ambulance,9,3.058,3.2,3.15
ambulances,10,1.813,3.55,4.55
ambulatory,10,1.114,3.9,5
ambuscade,9,,4,4.9
ambush,6,2.444,2.65,2.7
ambushed,8,2.041,2.75,2.85
ambushes,8,0.602,2.75,3.2
Amelia's,8,,,
ameliorate,10,0.477,3.85,4.45
Amen,4,3.123,1.85,1.95
amenable,8,1,2.65,2.85
amend,5,1.591,1.9,1.7
amendable,9,,3.3,2.8
amended,7,1.301,2.4,1.6
amending,8,0.477,2.2,1.75
amendment,9,2.322,3.4,3.05
amendments,10,1.301,3.7,3.35
amendment's,11,,,
amenity,7,,2.95,2.7
America,7,3.599,2.65,2.95
American,8,3.717,2.5,3.05
Americana,9,1.58,3.25,4.5
Americanize,11,0.301,4.4,4.45
Americans,9,3.112,2.95,3.35
American's,10,,,
Americas,8,1.447,2.65,3.3
America's,9,,,
amethyst,8,0.845,3.95,2.9
amiable,7,1.491,2.4,2.95
amicable,8,1.146,2.7,2.8
amicably,8,1.041,3.25,3.4
amid,4,1.663,1.75,1.95
amide,5,,1.8,1.95
amidst,6,1.556,2.55,2.4
amigo,5,2.415,2.55,2.75
amino,5,1.505,1.95,2.35
amiss,5,1.591,1.9,1.8
amity,5,1.447,2,2
ammo,4,2.439,2,1.7
ammonia,7,1.887,2.95,2.85
ammonium,8,1.431,3.75,2.95
ammunition,10,2.479,3.5,3.45
amnesia,7,2.279,3,3.1
amnesty,7,1.839,2.9,2.9
amoeba,6,1.23,3,2.75
amok,4,1.431,2,1.85
among,5,3.238,1.95,1.95
amongst,7,2.562,2.85,2.85
amoral,6,1.041,2,2.3
amorality,9,0.477,2.8,3.95
amorist,7,,2.8,2.85
amorous,7,1.681,2.6,2.55
amorphous,9,0.903,3.65,2.9
amorphously,11,,4.4,3.75
amortization,12,0.903,3.85,3.85
amortize,8,0.699,3.25,3.1
amory,5,,1.95,2.25
amount,6,3.101,2.15,2.25
amounted,8,1.114,2.6,1.95
amounting,9,0.602,2.65,2
amounts,7,2.26,2.45,2.5
amour,5,1.982,2,1.8
amp,3,1.973,1.45,1.45
ampere,6,,2.05,2.05
ampersand,9,0.602,3.95,4.45
amphetamine,11,1.204,5.1,4.65
amphetamines,12,1.431,5.6,4.75
amphibian,9,1.322,3.95,3.6
amphibious,10,1.491,4.3,3.65
amphitheater,12,0.778,5.75,5.45
ample,5,1.973,1.8,1.8
amplification,13,0.954,3.65,3.95
amplified,9,1.23,3.05,2.95
amplifier,9,1.23,3.45,3.7
amplifiers,10,0.845,3.65,4.15
amplify,7,1.301,2.9,2.9
amplifying,10,0.903,3.45,3.7
amplitude,9,0.845,3.6,3.4
amply,5,1.279,1.85,1.95
amputate,8,1.653,2.85,3.3
amputated,9,1.398,3.35,3.75
amputation,10,1.643,2.75,2.9
amputee,7,1.041,2.9,3.95
Amsterdam,9,2.338,3.9,4.85
amuck,5,1.431,1.95,1.95
amulet,6,2.075,2.3,2.8
amulets,7,1.204,2.8,3.35
amuse,5,2.127,1.85,1.8
amused,6,2.111,1.85,2.1
amusedly,8,0.301,3.45,3.75
amusement,9,2.283,3,3.6
amusements,10,0.903,3.35,3.7
amusing,7,2.672,2.2,2.3
amusingly,9,0.699,3.3,3.1
Amy,3,3.398,1.75,1.75
an,2,4.978,1,1
anachronism,11,0.778,4.55,4.25
anachronisms,12,0.477,5.2,4.75
anachronistically,17,,6.7,6.55
anaconda,8,1.398,3.8,4.1
anacondas,9,1.041,3.85,4.55
anaconda's,10,,,
anaerobic,9,0.699,3.7,4.6
anaesthetic,11,1.362,3.75,3.65
anaesthetize,12,0.301,4.9,4.55
anagram,7,1.431,3.25,3.3
anal,4,2.143,1.9,1.9
analeptic,9,0.301,3.65,4.2
analogies,9,0.845,3.45,3.6
analogous,9,0.699,3.85,3.6
analogy,7,1.771,2.9,2.8
analysed,8,1.38,2.75,2.65
analyses,8,0.903,2.5,3.35
analysis,8,2.751,2.7,3.4
analyst,7,2.25,2.65,2.55
analysts,8,1.756,2.7,2.85
analyst's,9,,,
analytic,8,0.699,2.8,3.7
analytical,10,1.491,3.6,4.45
analytically,12,,4.05,4.4
analyzable,10,0.301,3.95,4.8
analyze,7,2.22,2.5,2.4
analyzed,8,2.045,2.4,2.65
analyzer,8,1.431,2.75,3.35
analyzes,8,1.079,2.45,3.35
analyzing,9,1.973,3.4,3.15
anarchic,8,0.477,3.15,3.05
anarchical,10,,3.8,3.75
anarchism,9,0.477,3.55,3.5
anarchist,9,1.477,3.5,3.3
anarchy,7,2.017,2.8,2.7
anatomic,8,0.699,2.75,3.2
anatomical,10,1.23,3.6,4.1
anatomically,12,1.23,4.15,4.15
anatomy,7,2.215,2.85,2.8
ancestor,8,1.94,2.8,2.7
ancestors,9,2.447,3.05,3
ancestral,9,1.477,3.55,3.55
ancestry,8,1.398,3.3,3.6
anchor,6,2.579,2.35,1.55
Anchorage,9,1.568,3.65,3.05
anchored,8,1.568,2.9,1.75
anchoring,9,0.699,3.05,2.4
anchorman,9,1.279,3.7,4.05
anchors,7,1.613,2.65,1.8
anchovy,7,0.903,2.95,3.85
ancient,7,3.044,2.55,2.75
anciently,9,0.301,3.45,3.4
ancients,8,1.415,2.7,3.2
ancillary,9,1.079,3.7,3.65
and,3,5.834,1.25,1
andante,7,0.602,2.9,2.95
Andean,6,0.301,2.75,2.45
Andersen,8,,2.9,3.8
Andover,7,,2.75,2.95
Andre,5,2.529,1.9,2.8
Andrea,6,,2.6,2.8
Andrew,6,3.036,2.65,2.55
androgynous,11,0.845,5.1,4.65
Andy,4,,1.65,1.6
Andy's,6,,,
anecdotal,9,1.301,4.25,4.85
anecdote,8,1.748,3.55,3.65
anecdotes,9,1.613,3.7,3.8
anemia,6,1.556,2.7,2.9
anemic,6,1.518,2.5,2.65
anemone,7,1.146,2.85,2.95
anesthetic,10,1.839,3.05,3.65
anesthetically,14,,4.65,4.15
anesthetics,11,1,3.45,4.05
anesthetized,12,1.079,4.55,4.7
anew,4,1.653,1.9,1.75
angel,5,3.601,1.85,2.35
angelic,7,1.477,2.65,3.55
Angelica,8,1.935,3.05,4.15
Angelina,8,1.771,2.9,4.7
Angelo,6,,2.6,2.85
Angelo's,8,,,
angels,6,2.872,2.05,2.55
angel's,7,,,
anger,5,2.997,1.65,1.8
angered,7,1.462,2.35,2.2
Angie,5,,1.85,2.05
angle,5,2.882,1.55,1.65
angler,6,1.301,1.8,2.35
angles,6,2.217,1.8,1.85
Anglican,8,0.602,3.2,3.65
Anglicanism,11,,4.3,5.25
Anglicans,9,,3.35,3.9
Anglicism,9,,3.6,4.35
Anglicize,9,,3.7,3.8
angling,7,1.362,1.9,2.35
Anglophile,10,0.903,4.5,4.45
Anglophilia,11,0.301,5.3,5.6
Anglophobe,10,,4.6,4.6
Anglophobia,11,,5.05,5.4
Angola,6,1.362,2.65,2.85
Angora,6,1.342,2.7,2.9
angriest,8,0.954,3,3.55
angrily,7,1.322,2.9,2.95
angry,5,3.478,2,2.45
angst,5,1.681,2,2
anguish,7,2.045,2.75,2.55
anguished,9,1.146,3.25,3.1
angular,7,0.903,2.7,2.85
anhydrous,9,,3.95,3.85
anhydrously,11,,4.75,4.85
animal,6,3.366,2.45,2.45
animalism,9,,3.2,3.85
animals,7,3.3,2.7,2.8
animal's,8,,,
animate,7,0.602,2.45,2.6
animated,8,1.792,2.75,2.85
animation,9,1.799,2.85,2.45
animism,7,,2.95,2.95
animosity,9,1.505,4,4.5
anion,5,0.301,1.85,2.55
anionic,7,,2.75,3.95
aniseed,7,,2.9,2.9
Anita,5,,2,2.6
ankle,5,2.613,1.85,1.85
ankles,6,2.342,2.05,1.85
anklet,6,1.342,2.5,2.5
Ann,3,3.113,1.6,1
Anna,4,3.24,1.8,1.45
annals,6,1.532,2.4,1.9
Annapolis,9,1.633,4.15,3.65
Anne,4,3.028,1.7,1
Anne's,6,,,
annex,5,1.643,1.95,1.95
annexation,10,0.903,3.4,3.6
Annie,5,3.248,1.9,1
annihilate,10,1.568,4,3.2
annihilation,12,1.623,4,3.7
anniversaries,13,1.462,5.35,5.55
anniversary,11,2.973,4.5,5.15
annotate,8,0.602,3,2.55
annotation,10,,2.75,2.4
announce,8,2.698,2.5,1.95
announced,9,2.462,2.55,2.45
announcement,12,2.721,4,3.25
announcements,13,1.839,4.45,3.55
announcer,9,2.76,2.9,2.6
announcers,10,0.845,3.3,2.8
announcer's,11,,,
announces,9,1.771,2.85,2.45
announcing,10,2.107,3.2,2.4
annoy,5,2.111,1.95,1.85
annoyance,9,1.415,3.2,2.85
annoyances,10,0.845,3.5,3.4
annoyed,7,2.245,2.85,1.85
annoying,8,2.754,2.95,2.55
annoys,6,1.505,2.65,2
Ann's,5,,,
annual,6,2.566,2.5,2.5
annually,8,1.415,2.85,2.7
annuity,7,1.279,2.95,2.75
annul,5,1.431,2.15,1.95
annulment,9,1.887,3.7,2.95
annum,5,0.778,2.35,1.75
annunciated,11,,4.2,4.6
annunciation,12,0.301,3.65,3.65
anode,5,0.954,1.85,1.75
anodes,6,,1.95,1.9
anoint,6,1.041,2.65,2.5
anointment,10,,3.55,3.3
anomalies,9,1.591,3.7,3.3
anomalous,9,1.255,3.75,3.2
anomaly,7,1.806,2.9,2.7
anomic,6,,2.45,2.7
anomie,6,,2.5,2.85
anon,4,1.322,1.85,1.95
anonymity,9,1.672,3.8,3.95
anonymous,9,2.634,3.65,3.25
anorexia,8,1.146,3.9,5.05
another,7,4.415,2.55,2.7
another's,9,,,
answer,6,3.954,2.6,1.75
answerable,10,1,3.7,3.1
answered,8,2.89,2.8,1.9
answering,9,2.855,3,2.65
answers,7,3.184,2.85,1.8
ant,3,2.438,1.2,1.2
antacid,7,1.23,3,3.15
antagonism,10,1.079,3.6,4.2
antagonisms,11,,4.15,4.8
antagonist,10,1.146,3.5,4.1
antagonistic,12,1.362,4.5,5.35
antagonists,11,0.954,3.9,4.55
antagonize,10,1.447,3.7,4.2
Antarctic,9,1.505,3.35,4
Antarctica,10,1.732,3.8,4.6
ante,4,2.049,1.75,1.6
anteater,8,1.079,2.95,3.4
antecede,8,,3.1,3.85
antecedent,10,0.602,3.6,5.1
antecedents,11,0.778,3.9,5.95
antechamber,11,0.699,5,6.1
antedate,8,,2.9,3.65
antelope,8,1.708,3.25,3
antenna,7,2.09,2.8,2.6
antennae,8,1.462,3.3,2.6
antennas,8,1.362,3.35,2.8
anterior,8,1.69,2.55,2.7
anteriors,9,,3.1,3.7
anteroom,8,0.954,3.3,3.9
anthem,6,1.987,2.6,2.15
anthems,7,0.602,2.8,2.5
anthill,7,1.477,3,3.4
anthologize,11,,4.45,4.65
anthology,9,1.176,3.1,2.9
Anthony,7,2.895,2.9,2.7
Anthony's,9,,,
anthrax,7,1.826,3.25,3.4
anthropocentric,15,,7.05,7.5
anthropoid,10,0.602,4.7,4.9
anthropological,15,1.431,4.95,5.55
anthropologist,14,1.732,4.9,5.25
anthropologists,15,1,5.55,5.75
anthropology,12,1.833,4.45,4.9
anthropomorphic,15,,6.895,7.1
anthropomorphism,16,,5.857,8.25
antiaircraft,12,1.415,5.85,6.35
antibiotic,10,1.532,3.95,5.25
antibiotics,11,2.274,4.55,5.95
antibodies,10,1.491,4.05,4.75
antibody,8,1.146,3.65,4.6
antic,5,0.699,1.85,1.85
anticipate,10,2.114,3.15,3.7
anticipated,11,2.13,3.2,4.1
anticipates,11,0.903,3.3,4.25
anticipating,12,1.732,3.75,4.25
anticipation,12,2.107,3.3,4.2
anticipations,13,0.301,3.7,4.7
anticipatory,12,0.845,4.35,5.75
anticlerical,12,,5.35,5.95
anticlimax,10,0.699,4.85,6.55
anticoagulation,15,0.477,6,8.35
antics,6,1.708,2.45,2.3
antidote,8,2.346,3.3,3.65
Antietam,8,,3.7,3.25
antifreeze,10,1.23,4.95,4.9
antifundamentalist,18,,6.6,9.8
Antigua,7,,3.25,2.8
antihero,8,0.301,3.6,4.9
antihistamine,13,1.114,5.75,6.85
antimatter,10,1.041,3.75,4.6
antipathy,9,0.699,3.9,3.8
antipersonnel,13,0.778,6.5,7.25
antiquary,9,,3.5,4.1
antiquate,9,,2.9,3.2
antiquated,10,1.462,3.3,3.5
antique,7,2.491,2.75,2.25
antiques,8,2.14,2.9,2.6
antiquities,11,1.431,3.65,4.1
antiquity,9,1.176,3.15,3.55
antiseptic,10,1.653,4.05,5.05
antiserum,9,1,4.05,5.1
antislavery,11,0.301,4.75,6.5
antisocial,10,1.623,4.55,4.85
antisubmarine,13,,6.15,7.65
antitank,8,0.778,3.65,4.5
antithesis,10,1.23,4.2,4.4
antithyroid,11,,5.45,6.3
antitoxin,9,1.279,4.2,5.55
antitrust,9,1.114,3.95,4.7
antler,6,1.204,1.95,2.55
Antoine,7,,2.75,3
Antoine's,9,,,
Antoinette,10,1.806,4.45,4.45
Antonio,7,2.505,2.9,3.35
antonym,7,,2.85,2.9
ants,4,2.563,1.6,1.75
anus,4,1.756,1.9,1.9
anvil,5,1.518,2.1,2
anxieties,9,1.447,3.5,4.7
anxiety,7,2.539,3,4.25
anxious,7,2.857,2.8,2.7
anxiously,9,1.505,3.4,3.6
any,3,4.749,1.6,1.55
anybody,7,4.064,3.05,3.55
anybody's,9,,,
anyhow,6,2.889,2.9,3.6
anymore,7,3.982,2.9,3.75
anyone,6,4.115,2.3,3.5
anyone's,8,,,
anyplace,8,2.444,3.75,3.6
anything,8,4.665,2.95,2.7
anyway,6,4.085,2.65,2.55
anyways,7,2.648,2.8,2.65
anywhere,8,3.653,3.5,3.4
aorta,5,1.898,2,2
Apache,6,2.401,2.5,2.45
Apaches,7,2.033,2.25,2.75
apart,5,3.38,1.95,1.95
apartheid,9,1.301,3.75,3.8
apartment,9,3.627,2.85,2.65
apartments,10,2.334,3.2,3.05
apathetic,9,1.279,3.25,3.3
apathy,6,1.398,2.4,2.65
ape,3,2.694,1.15,1.05
aperitif,8,1.301,3.95,4.85
aperture,8,1.176,2.85,3.2
apex,4,1.643,1.9,1.85
aphasia,7,1,3,2.85
aphid,5,0.699,2.3,2
aphorism,8,0.301,3.75,3.8
aphrodisiac,11,1.919,5.25,5.85
Aphrodite,9,2.009,3.95,4.8
apiary,6,0.477,2.65,3.75
apiculture,10,,4,4.75
apiece,6,2.308,2.6,1.8
apocalypse,10,2.104,4.85,4.4
apocalyptic,11,1.279,4.95,5.15
apogee,6,0.699,3,2.65
Apollo,6,2.558,2.7,2.05
Apollonian,10,0.301,4.35,4.05
Apollo's,8,,,
apologetic,10,1.362,4.3,5.2
apologetically,14,,5.2,6.15
apologies,9,2.653,3.3,3.05
apologist,9,0.301,3.05,3.35
apologize,9,3.401,3.4,3.85
apologized,10,2.265,3.55,4.25
apology,7,2.906,2.7,2.6
apoplexy,8,1,3.8,4.95
apostle,7,1.857,2.75,2.4
apostles,8,1.491,2.85,2.75
Apostolic,9,,3.9,4.2
apostrophe,10,1.114,4.55,4
apothecary,10,1.322,4.85,4.6
appal,5,0.477,2.05,1.75
Appalachian,11,0.778,5.1,5.3
Appalachians,12,0.602,5.35,5.6
appalled,8,1.778,2.85,1.9
appalling,9,2,2.85,1.95
appallingly,11,0.602,4.2,3.55
apparatus,9,1.892,3.85,4.15
apparel,7,1.556,2.8,2.5
appareled,9,,3.35,2.8
apparency,9,,3.65,2.85
apparent,8,2.334,2.8,2.45
apparently,10,3.383,3.75,3.55
apparition,10,1.602,3.6,3.05
appeal,6,2.822,2.4,1.6
appealed,8,1.748,2.5,1.7
appealing,9,2.212,2.75,1.85
appeals,7,2.14,2.55,1.75
appear,6,3.077,2.3,1.75
